City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Weather Description
348,Lagoa,39.05,-27.9833,62.44,94,100,32.19,PT,light rain
349,Port Macquarie,-31.4333,152.9167,76.89,69,79,10.94,AU,broken clouds
350,Minas Novas,-17.2186,-42.5903,65.55,84,16,2.82,BR,few clouds
351,Shahreza,32.0339,51.8794,54.66,52,6,3.62,IR,clear sky
352,Oyama,36.3,139.8,56.98,43,100,4.79,JP,overcast clouds
353,Antofagasta,-23.65,-70.4,63.63,78,8,8.84,CL,clear sky
354,Liverpool,53.4106,-2.9779,43.34,73,0,6.91,GB,clear sky
355,Grand Bank,47.0999,-55.765,41.99,84,95,2.44,CA,overcast clouds
356,Karasburg,-28.0167,18.75,65.61,35,24,8.81,NA,few clouds
357,Vanavara,60.34,102.2797,38.08,67,100,5.57,RU,overcast clouds
358,Kathmandu,27.7167,85.3167,68.22,77,20,2.3,NP,mist
359,Loukhi,66.0764,33.0381,18.97,86,49,9.19,RU,scattered clouds
360,Temerloh,3.4483,102.4176,83.14,80,78,0.25,MY,broken clouds
361,Chapais,49.7834,-74.8492,23.86,81,8,12.26,CA,clear sky
362,Novaya Lyalya,59.055,60.599,44.8,95,100,4.56,RU,light rain
363,Krasnyy Oktyabr,56.1167,38.8833,28.71,82,30,6.08,RU,scattered clouds
364,Egvekinot,66.3167,-179.1667,29.25,85,82,2.28,RU,broken clouds
365,Shenjiamen,29.9576,122.298,61.9,86,45,3.15,CN,scattered clouds
366,Asbury Park,40.2204,-74.0121,47.08,53,100,12.66,US,overcast clouds
367,Bialystok,53.1333,23.15,37.96,69,36,4.99,PL,scattered clouds
368,Cayhagan,9.6697,122.4256,84.42,68,36,5.48,PH,scattered clouds
369,Hearst,49.6835,-83.6665,21.94,95,21,2.55,CA,few clouds
370,Guarapari,-20.6667,-40.4975,75.88,88,2,5.93,BR,clear sky
371,Khasan,42.4308,130.6434,53.31,36,100,1.81,RU,overcast clouds
372,Suruc,36.9761,38.425,61.32,54,9,4.52,TR,clear sky
373,Calama,-22.4667,-68.9333,53.4,16,37,9.82,CL,scattered clouds
374,Nome,64.5011,-165.4064,38.16,70,77,2.04,US,broken clouds
375,Tarko-Sale,64.9225,77.785,32.88,98,100,6.8,RU,overcast clouds
376,Cabedelo,-6.9811,-34.8339,78.58,81,90,9.24,BR,overcast clouds
377,Bol,13.4586,14.7147,82.36,68,82,16.24,TD,broken clouds
378,Beringovskiy,63.05,179.3167,32.0,99,100,6.53,RU,light snow
379,Rocha,-34.4833,-54.3333,52.03,91,0,1.23,UY,clear sky
380,Maldonado,-34.6667,-54.9167,52.23,87,0,2.39,UY,clear sky
381,Mattru,7.6244,-11.8332,76.8,92,78,2.42,SL,broken clouds
382,Podporozhye,60.9112,34.1706,25.72,88,65,3.53,RU,broken clouds
383,Provideniya,64.3833,-173.3,32.36,80,20,4.47,RU,few clouds
384,Rudbar,30.15,62.6,79.03,27,26,5.26,AF,scattered clouds
385,Bathsheba,13.2167,-59.5167,77.0,88,100,11.05,BB,overcast clouds
386,Koumac,-20.5667,164.2833,77.18,71,100,5.57,NC,overcast clouds
387,Kysyl-Syr,63.8986,122.7617,29.59,72,94,8.03,RU,overcast clouds
388,San Miguel,13.4833,-88.1833,81.72,75,99,1.92,SV,overcast clouds
389,Hay River,60.8156,-115.7999,36.25,89,100,7.9,CA,overcast clouds
390,Port Blair,11.6667,92.75,85.57,73,95,2.77,IN,overcast clouds
391,Winnemucca,40.973,-117.7357,64.45,19,0,6.91,US,clear sky
392,Sterling,39.0062,-77.4286,48.15,52,0,10.36,US,clear sky
393,Kruisfontein,-34.0033,24.7314,56.16,45,5,7.11,ZA,clear sky
394,Pitimbu,-7.4706,-34.8086,78.94,80,86,9.28,BR,overcast clouds
395,Devils Lake,48.1128,-98.8651,39.31,70,0,10.36,US,clear sky
396,Toora-Khem,52.4675,96.11,44.78,44,73,6.29,RU,broken clouds
397,Marawi,7.9986,124.2928,80.26,68,47,1.97,PH,scattered clouds
398,Solnechnyy,50.7214,136.6319,35.42,82,48,12.8,RU,scattered clouds
399,Isangel,-19.55,169.2667,78.73,76,100,15.57,VU,overcast clouds
400,Tiznit,29.5833,-9.5,58.01,78,0,3.56,MA,clear sky
401,Nuuk,64.1835,-51.7216,34.41,100,100,35.99,GL,light snow
402,Adrar,20.5022,-10.0711,70.02,22,0,9.64,MR,clear sky
403,Praia Da Vitoria,38.7333,-27.0667,63.75,96,100,24.43,PT,light rain
404,Porto Novo,6.4965,2.6036,78.58,85,100,10.04,BJ,light rain
405,Sao Miguel Do Tapuio,-5.5036,-41.3233,74.48,58,99,4.85,BR,overcast clouds
406,Rovaniemi,66.5,25.7167,24.21,68,0,6.91,FI,clear sky
407,Seydi,39.4816,62.9137,67.66,34,98,15.32,TM,overcast clouds
408,Mount Isa,-20.7333,139.5,87.57,48,62,5.75,AU,broken clouds
409,Wajir,1.7471,40.0573,74.21,92,100,5.82,KE,heavy intensity rain
410,Shingu,33.7333,135.9833,63.99,81,100,12.57,JP,light rain
411,Solano,38.2333,-121.9511,66.52,46,0,21.85,US,clear sky
412,Saint Marys,30.7305,-81.5465,69.06,86,0,11.5,US,clear sky
413,Ust-Ordynskiy,52.805,104.7508,40.37,43,6,11.25,RU,clear sky
414,Eureka,40.8021,-124.1637,55.67,76,100,8.99,US,overcast clouds
415,Agirish,61.9247,63.0231,38.26,87,80,1.25,RU,broken clouds
416,Qeshm,26.9581,56.2719,78.49,75,0,3.38,IR,clear sky
417,Popondetta,-8.7537,148.2534,91.02,50,31,4.9,PG,scattered clouds
418,Beloha,-25.1667,45.05,64.69,82,64,6.35,MG,broken clouds
419,Virginia Beach,36.8529,-75.978,60.01,70,0,5.75,US,clear sky
420,Doembang Nangbuat,14.8333,100.1,96.06,43,14,8.03,TH,few clouds
421,Norman Wells,65.282,-126.8329,34.2,80,100,6.69,CA,overcast clouds
422,Erenhot,43.6475,111.9767,48.29,20,79,9.17,CN,broken clouds
423,Luzhou,28.8724,105.4405,63.73,90,100,9.6,CN,light rain
424,Elk River,45.3038,-93.5672,47.05,49,69,5.01,US,broken clouds
425,Slave Lake,55.2834,-114.769,33.78,100,100,3.44,CA,overcast clouds
426,Chateaubelair,13.2833,-61.25,76.55,84,100,13.89,VC,overcast clouds
427,Pacifica,37.6138,-122.4869,60.53,77,75,33.38,US,haze
428,Preili,56.2944,26.7246,28.72,66,65,1.74,LV,broken clouds
429,Sao Filipe,14.8961,-24.4956,71.38,70,5,8.77,CV,clear sky
430,Naze,28.3667,129.4833,74.01,83,97,8.68,JP,light rain
431,Floro,61.5996,5.0328,42.76,87,100,14.97,NO,overcast clouds
432,Remanso,-9.6179,-42.0831,76.5,65,100,7.05,BR,overcast clouds
433,Forbes,-33.3833,148.0167,67.91,83,100,11.56,AU,light rain
434,Alghero,40.5589,8.3181,51.89,100,0,2.3,IT,clear sky
435,North Platte,41.1239,-100.7654,62.11,40,100,15.01,US,overcast clouds
436,Chuy,-33.6971,-53.4616,57.4,90,0,5.06,UY,clear sky
437,Bassila,9.0081,1.6654,75.49,83,100,7.72,BJ,overcast clouds
438,Iles,0.9749,-77.5274,46.89,93,29,4.34,CO,scattered clouds
439,Chiantla,15.3547,-91.4583,67.59,60,100,0.0,GT,overcast clouds
440,Cedral,23.8,-100.7333,66.34,57,6,12.17,MX,clear sky
441,Springfield,37.2153,-93.2982,64.26,32,0,12.66,US,clear sky
442,Stromness,58.965,-3.296,39.16,75,62,7.85,GB,broken clouds
443,Englewood,39.6478,-104.9878,65.52,39,20,10.36,US,few clouds
444,Husavik,66.0449,-17.3389,37.89,87,69,4.74,IS,broken clouds
445,Ambon,-3.6954,128.1814,86.14,74,40,3.44,ID,scattered clouds
446,Urgut,39.4022,67.2431,56.82,51,100,3.15,UZ,overcast clouds
447,Tomatlan,19.9333,-105.25,75.36,68,0,4.68,MX,clear sky
448,San Quintin,30.4833,-115.95,60.03,77,0,11.9,MX,clear sky
449,Asau,46.4333,26.4,49.95,100,100,2.93,RO,light rain
450,Caborca,30.5838,-111.101,77.77,13,0,13.62,MX,clear sky
451,Cody,44.5263,-109.0565,51.4,62,100,6.91,US,overcast clouds
452,Fort Nelson,58.8053,-122.7002,33.39,93,100,12.66,CA,light snow
453,Wingham,43.8879,-81.3114,35.28,82,99,8.16,CA,overcast clouds
454,Saint-Joseph,-21.3667,55.6167,71.2,76,0,1.57,RE,clear sky
455,Shimoda,34.6667,138.95,60.1,68,100,19.75,JP,light rain
456,Finschhafen,-6.6024,147.8681,86.72,66,57,8.63,PG,moderate rain
457,Brezice,45.9033,15.5911,44.01,96,1,1.14,SI,clear sky
458,Pilot Butte,50.4668,-104.4178,41.67,60,100,18.63,CA,overcast clouds
459,Correntina,-13.3433,-44.6367,71.2,67,37,4.27,BR,scattered clouds
460,Kidal,18.4411,1.4078,75.85,15,0,10.47,ML,clear sky
461,Bowen,-20.0167,148.2333,80.91,69,11,16.42,AU,few clouds
462,Solenzo,12.1833,-4.0833,88.75,33,99,3.51,BF,light rain
463,Mangit,40.5971,70.9607,64.27,54,89,6.82,UZ,overcast clouds
464,Port Augusta,-32.5,137.7667,79.63,34,7,19.39,AU,clear sky
465,Hede,33.7681,120.2517,58.77,52,98,13.8,CN,overcast clouds
466,Gari,59.4307,62.3497,45.32,91,100,4.52,RU,overcast clouds
467,Khao Wong,16.7001,104.0902,93.22,49,50,5.3,TH,scattered clouds
468,Salamiyah,35.0113,37.0532,64.62,43,100,0.92,SY,overcast clouds
469,Ogaminana,7.5946,6.2248,74.34,91,100,6.78,NG,overcast clouds
470,Kahta,37.7855,38.6237,61.97,64,4,3.04,TR,clear sky
471,Bhimunipatnam,17.8833,83.4333,83.71,69,39,10.71,IN,scattered clouds
472,Morondava,-20.2833,44.2833,72.97,68,0,13.94,MG,clear sky
473,Qaqortoq,60.7167,-46.0333,39.61,90,100,4.59,GL,moderate rain
474,Ahipara,-35.1667,173.1667,62.47,76,78,7.05,NZ,broken clouds
475,Shelburne,44.0787,-80.2041,30.76,72,100,9.86,CA,overcast clouds
476,Kerema,-7.9631,145.7785,84.34,70,58,6.15,PG,broken clouds
477,Mecca,21.4267,39.8261,82.0,45,67,8.28,SA,broken clouds
478,Markova,48.6758,24.4138,45.63,94,100,2.3,UA,overcast clouds
479,Sibolga,1.7427,98.7792,81.48,85,100,1.36,ID,overcast clouds
480,Manicore,-5.8092,-61.3003,74.34,93,100,3.0,BR,overcast clouds
481,Zheleznogorsk-Ilimskiy,56.5768,104.1217,36.86,66,8,3.36,RU,clear sky
482,Torata,-17.0769,-70.8433,59.9,55,5,0.36,PE,clear sky
483,Cayenne,4.9333,-52.3333,82.09,1,100,2.3,GF,overcast clouds
484,Rohru,31.2167,77.75,68.9,31,0,3.15,IN,clear sky
485,Vieux Fort,13.7167,-60.95,77.77,76,100,14.99,LC,overcast clouds
486,Carmen,18.6333,-91.8333,78.84,79,49,15.39,MX,scattered clouds
487,Lata,40.1629,-8.3327,53.08,99,26,1.16,PT,scattered clouds
488,Kilimatinde,-5.85,34.95,63.07,97,57,0.83,TZ,broken clouds
489,Cooma,-36.2333,149.1333,64.22,62,100,8.41,AU,overcast clouds
490,Skjervoy,70.0311,20.9714,24.8,62,100,23.11,NO,snow
491,Pushkinskiye Gory,57.0209,28.9103,26.71,64,4,2.95,RU,clear sky
492,Georgiyevka,43.0369,74.7114,51.84,76,0,11.18,KZ,clear sky
493,Nueva Loja,0.0847,-76.8828,72.1,99,79,1.81,EC,broken clouds
494,Beyneu,45.3167,55.2,62.38,40,58,12.57,KZ,broken clouds
495,Mayo,38.8876,-76.5119,49.98,49,0,14.97,US,clear sky
496,Nanortalik,60.1432,-45.2371,38.16,94,100,9.55,GL,light rain
497,Agbor,6.2518,6.1934,72.91,96,100,5.68,NG,overcast clouds
498,Ayaviri,-14.8864,-70.5889,43.21,42,93,1.66,PE,overcast clouds
499,Riyadh,24.6877,46.7219,73.27,48,72,23.17,SA,broken clouds
500,College,64.8569,-147.8028,48.47,79,90,5.66,US,overcast clouds
501,Ixtapa,20.7,-105.2,77.23,78,0,5.75,MX,clear sky
502,Chegutu,-18.1302,30.1407,57.58,79,48,9.17,ZW,scattered clouds
503,Dalton,34.7698,-84.9702,60.58,62,0,4.61,US,clear sky
504,San Policarpo,12.1791,125.5072,82.38,83,96,11.95,PH,overcast clouds
505,Karaton,-6.3424,106.1045,73.49,94,100,5.03,ID,overcast clouds
506,Cairns,-16.9167,145.7667,89.06,69,45,17.27,AU,scattered clouds
507,Mayumba,-3.432,10.6554,77.07,88,92,3.09,GA,overcast clouds
508,Bull Savanna,17.8868,-77.5902,73.33,82,31,6.11,JM,scattered clouds
509,Baneh,35.9975,45.8853,48.2,81,6,2.44,IR,clear sky
510,Mahanoro,-19.9,48.8,71.98,90,99,13.51,MG,light rain
511,Maamba,-17.3667,27.15,65.52,80,94,5.17,ZM,overcast clouds
512,Palekh,56.8028,41.8572,29.53,87,87,8.81,RU,overcast clouds
513,Tabuk,17.4189,121.4443,87.48,58,12,8.52,PH,few clouds
514,Vitim,59.4511,112.5578,37.72,58,11,9.24,RU,few clouds
515,Antalaha,-14.9003,50.2788,72.19,91,10,3.0,MG,clear sky
516,Muroto,33.2833,134.15,67.23,71,100,8.75,JP,overcast clouds
517,Bor,56.3567,44.0669,35.53,82,98,10.76,RU,overcast clouds
518,Mulege,26.8833,-111.9833,75.16,36,0,1.95,MX,clear sky
519,Trairi,-3.2778,-39.2689,76.77,86,99,6.22,BR,overcast clouds
520,Nea Kallikratia,40.3167,23.0667,64.65,65,1,1.5,GR,clear sky
521,Varginha,-21.5514,-45.4303,68.61,70,100,3.56,BR,overcast clouds
522,Solwezi,-12.1688,26.3894,54.84,97,9,4.52,ZM,clear sky
523,Natal,-5.795,-35.2094,77.58,84,100,7.43,BR,overcast clouds
524,Gerede,40.8008,32.1969,45.5,87,10,2.42,TR,clear sky
525,Mao,39.8885,4.2658,57.76,94,0,6.91,ES,clear sky
526,Anshun,26.25,105.9333,69.04,77,100,3.74,CN,overcast clouds
527,Sioux Lookout,50.1001,-91.917,23.0,97,6,3.18,CA,clear sky
528,Ust-Maya,60.4167,134.5333,34.27,61,66,9.42,RU,light snow
529,Priargunsk,50.3691,119.1012,48.36,18,78,13.65,RU,broken clouds
530,Tupiza,-21.45,-65.7167,59.07,14,7,5.3,BO,clear sky
531,Tessalit,20.1986,1.0114,73.71,15,0,5.68,ML,clear sky
532,Zhigansk,66.7697,123.3711,20.93,80,18,11.92,RU,few clouds
533,Timmins,48.4669,-81.3331,23.05,89,2,5.1,CA,clear sky
534,Marzuq,14.4,46.4667,70.21,55,6,6.29,YE,clear sky
535,Estacion Coahuila,32.1939,-115.0017,82.33,19,0,17.36,MX,clear sky
536,Yabrud,33.9674,36.6574,58.35,45,82,0.87,SY,broken clouds
537,Deer Lake,49.1667,-57.4316,44.4,97,100,2.71,CA,overcast clouds
538,Balakhninskiy,58.0106,114.2769,38.21,63,93,5.79,RU,overcast clouds
539,Olean,42.0776,-78.4297,30.88,100,100,6.91,US,light snow
540,Manali,13.1667,80.2667,84.29,90,9,12.19,IN,clear sky
541,Pocatello,42.8713,-112.4455,56.89,49,87,8.99,US,overcast clouds
542,Ponta Do Sol,32.6667,-17.1,61.43,75,52,5.01,PT,broken clouds
543,Shu,43.5983,73.7614,57.31,59,0,10.09,KZ,clear sky
544,Grand Gaube,-20.0064,57.6608,73.38,83,1,1.01,MU,moderate rain
545,Alexandria,31.2156,29.9553,62.71,69,0,3.74,EG,clear sky
546,Hamina,60.5697,27.1979,27.68,82,81,7.52,FI,broken clouds
547,Sainte-Anne-Des-Monts,49.124,-66.4924,38.3,99,100,5.14,CA,light rain
548,Kon Tum,14.35,108.0,85.28,50,100,1.66,VN,overcast clouds
549,Saint-Louis,16.3333,-15.0,78.76,21,2,10.2,SN,clear sky
550,Acarau,-2.8856,-40.12,77.29,87,98,8.25,BR,overcast clouds
551,Hovd,48.0056,91.6419,39.15,47,18,2.26,MN,few clouds
552,Yumen,40.2833,97.2,54.63,35,100,10.63,CN,overcast clouds
553,Akyab,20.15,92.9,84.88,63,3,8.25,MM,clear sky
554,Ust-Nera,64.5667,143.2,21.16,76,100,6.02,RU,overcast clouds
555,Boyuibe,-20.4167,-63.2833,70.48,80,15,2.82,BO,few clouds
556,Atascadero,35.4894,-120.6707,65.28,49,100,5.01,US,overcast clouds
557,Luan,46.3592,6.9759,42.85,88,6,4.25,CH,clear sky
558,Barcelona,41.3888,2.159,60.85,66,20,4.61,ES,few clouds
559,Sambava,-14.2667,50.1667,72.5,89,29,3.44,MG,scattered clouds
560,La Ronge,55.1001,-105.2842,36.46,81,75,10.51,CA,broken clouds
561,Conceicao Do Araguaia,-8.2578,-49.2647,77.05,76,100,0.81,BR,overcast clouds
562,Kenora,49.8167,-94.4337,28.4,94,44,4.12,CA,scattered clouds
563,Peniche,39.3558,-9.3811,56.93,89,17,11.72,PT,few clouds
564,Ayan,56.45,138.1667,36.16,61,100,15.32,RU,overcast clouds
565,Beinamar,8.6698,15.3813,75.52,77,100,3.6,TD,overcast clouds
566,Port-Gentil,-0.7193,8.7815,79.59,79,100,5.3,GA,overcast clouds
567,Abha,18.2164,42.5053,53.85,50,0,4.61,SA,clear sky
568,Erdemli,36.605,34.3084,67.19,40,70,5.86,TR,broken clouds
569,Fairbanks,64.8378,-147.7164,48.49,79,91,5.53,US,overcast clouds
570,Carson City,39.1638,-119.7674,63.3,27,0,17.0,US,clear sky
571,Gravelbourg,49.8834,-106.5512,51.94,39,100,6.87,CA,overcast clouds
572,Margate,51.3813,1.3862,46.69,74,61,4.0,GB,broken clouds
573,Torrington,41.8007,-73.1212,40.8,58,2,4.0,US,clear sky
574,Agadez,19.75,10.25,79.93,11,0,11.34,NE,clear sky
575,Maniitsoq,65.4167,-52.9,29.01,97,100,1.74,GL,snow
576,Pangody,65.85,74.4859,19.94,86,93,4.94,RU,overcast clouds
577,Itoman,26.1247,127.6694,82.78,83,75,13.8,JP,broken clouds
578,Semey,50.4111,80.2275,48.42,61,0,4.47,KZ,clear sky
579,Sao Lourenco Do Oeste,-26.3592,-52.8511,63.48,93,52,5.03,BR,broken clouds
580,Chau Doc,10.7,105.1167,89.82,59,100,7.4,VN,overcast clouds
581,Lima,-12.0432,-77.0282,67.89,77,100,3.78,PE,overcast clouds
582,Maua,-23.6678,-46.4614,76.35,64,0,4.07,BR,clear sky
583,Witbank,-25.8713,29.2332,48.87,85,22,3.98,ZA,few clouds
584,Ingham,42.6,-84.3833,37.17,73,0,3.44,US,clear sky
585,Bichura,50.5881,107.6022,39.36,35,74,10.22,RU,broken clouds
586,Vadso,70.0744,29.7487,22.08,79,98,13.8,NO,overcast clouds
587,Huilong,31.8111,121.655,62.92,85,100,11.72,CN,overcast clouds
588,Islamkot,24.6997,70.177,79.52,56,0,7.45,PK,clear sky
589,Rorvik,64.8621,11.2373,36.5,84,92,19.46,NO,overcast clouds
590,Bongandanga,1.5,21.05,69.31,91,94,2.57,CD,overcast clouds
591,Auburn,47.3073,-122.2284,55.33,70,75,8.05,US,broken clouds
592,Cheney,47.4874,-117.5758,50.29,50,75,13.8,US,broken clouds
593,Hokitika,-42.7167,170.9667,62.83,69,62,6.11,NZ,broken clouds
594,Taybad,34.74,60.7756,69.82,38,57,9.22,IR,broken clouds
595,Ascension,30.2169,-90.9001,69.03,70,0,0.0,US,clear sky
596,Kuching,1.55,110.3333,86.22,74,40,3.44,MY,scattered clouds
597,Isla Vista,34.4133,-119.861,65.82,63,0,5.75,US,haze
598,Imbituba,-28.24,-48.6703,75.85,87,36,10.54,BR,scattered clouds
599,Obihiro,42.9172,143.2044,53.71,29,11,22.28,JP,few clouds
600,Boguchany,58.3814,97.4531,39.83,77,100,5.57,RU,overcast clouds
601,Chihuahua,28.5,-106.0,83.23,11,100,2.73,MX,overcast clouds
602,La Paz Centro,12.34,-86.6753,83.89,64,99,6.04,NI,overcast clouds
603,Surt,31.2089,16.5887,66.16,69,0,23.64,LY,clear sky
604,Saint-Augustin,51.226,-58.6502,34.12,99,100,7.52,CA,snow
605,Mount Gambier,-37.8333,140.7667,72.32,54,58,10.04,AU,broken clouds
606,Wuan,31.6836,112.0044,53.83,92,100,19.66,CN,moderate rain
607,Yichang,30.7144,111.2847,64.11,96,100,2.98,CN,heavy intensity rain
608,Nishihara,26.1842,127.7558,82.06,82,75,13.8,JP,broken clouds
609,Gornopravdinsk,60.05,69.9,45.95,96,100,5.82,RU,overcast clouds
610,Hofn,64.2539,-15.2082,42.33,82,100,2.3,IS,overcast clouds
611,Chokwe,-24.5333,32.9833,60.17,95,0,5.59,MZ,clear sky
612,Okhotsk,59.3833,143.3,32.9,55,100,17.31,RU,overcast clouds
613,Kaeo,-35.1,173.7833,63.32,92,97,9.06,NZ,overcast clouds
614,Leshukonskoye,64.8989,45.7622,15.37,88,5,4.05,RU,clear sky
615,Porto Velho,-8.7619,-63.9039,77.05,94,20,0.0,BR,few clouds
616,Petrivka,46.9695,30.9591,54.84,57,83,9.44,UA,broken clouds
617,Tuensang,26.2833,94.8333,79.77,44,3,1.74,IN,clear sky
618,Clarksdale,34.2001,-90.5709,64.9,48,75,0.0,US,broken clouds
619,Busovaca,44.0975,17.8789,47.32,91,91,1.88,BA,overcast clouds
620,Charagua,-19.8,-63.2167,71.13,79,12,6.46,BO,few clouds
621,Nara,34.6851,135.8049,69.91,32,50,5.44,JP,scattered clouds
622,San Rafael,-34.6177,-68.3301,49.64,44,0,21.3,AR,clear sky
623,Develi,38.3906,35.4922,42.15,46,100,3.94,TR,overcast clouds
624,Mae Hong Son,19.3003,97.9685,95.02,37,12,1.81,TH,few clouds
625,Jining,35.405,116.5814,65.16,27,100,7.61,CN,overcast clouds
626,Sault Sainte Marie,46.5168,-84.3333,32.29,64,0,10.36,CA,clear sky
627,Zhezkazgan,47.8043,67.7144,49.98,66,0,8.95,KZ,clear sky
628,Constitucion,-35.3333,-72.4167,51.06,85,47,3.15,CL,scattered clouds
629,Gao,16.6362,1.637,78.93,18,2,12.41,ML,clear sky
630,Salinopolis,-0.6136,-47.3561,78.49,86,94,7.58,BR,overcast clouds
631,Goundi,9.3627,17.366,80.82,58,88,7.25,TD,overcast clouds
632,Lipari,38.4674,14.954,57.33,69,51,5.48,IT,broken clouds
633,Arroyos Y Esteros,-25.0667,-57.1,83.95,48,74,9.15,PY,broken clouds
634,Nemuro,43.3236,145.575,43.38,60,47,12.91,JP,scattered clouds
635,Pangai,-19.8,-174.35,78.91,63,59,23.09,TO,broken clouds
636,Ugoofaaru,5.6667,73.0,84.6,69,64,3.31,MV,broken clouds
637,Poum,-20.2333,164.0167,76.48,75,100,21.07,NC,light rain
638,Loreto,22.2667,-101.9667,65.35,50,98,7.0,MX,overcast clouds
639,Tulun,54.5611,100.5792,42.12,47,9,2.95,RU,clear sky
640,Aswan,24.0934,32.907,78.58,15,0,9.86,EG,clear sky
641,Taunsa,30.7048,70.6505,91.31,10,0,4.63,PK,clear sky
642,Oistins,13.0667,-59.5333,75.29,94,75,12.66,BB,broken clouds
643,Kawalu,-7.3817,108.2082,82.36,71,100,0.83,ID,overcast clouds
644,Bairiki,1.3292,172.9752,86.0,74,20,9.22,KI,light rain
645,Petropavlovsk-Kamchatskiy,53.0452,158.6483,37.99,70,75,4.47,RU,light rain
646,Chernyshevskiy,63.0128,112.4714,30.7,73,98,4.47,RU,overcast clouds
647,Chetumal,18.5,-88.3,77.36,82,100,7.09,MX,overcast clouds
648,Buraydah,26.326,43.975,68.74,64,100,9.04,SA,overcast clouds
649,Iwakuni,34.15,132.1833,65.68,59,20,8.05,JP,few clouds
650,Karpathos,35.507,27.2132,62.56,94,1,14.97,GR,clear sky
651,Sampit,-2.5333,112.95,87.03,61,37,1.19,ID,scattered clouds
652,Srednekolymsk,67.45,153.6833,25.16,82,100,6.04,RU,overcast clouds
653,Bitung,1.4451,125.1824,88.65,70,99,4.16,ID,overcast clouds
654,Muli,2.9167,73.5667,83.91,74,88,7.02,MV,overcast clouds
655,Koulikoro,14.0,-7.75,80.26,22,2,8.66,ML,clear sky
656,Emilio Carranza,19.9711,-96.6114,74.86,82,11,0.74,MX,few clouds
657,Hambantota,6.1241,81.1185,83.23,76,13,5.01,LK,few clouds
658,Kahului,20.8947,-156.47,76.84,81,84,5.99,US,broken clouds
659,Chicama,-7.8447,-79.1469,63.14,80,98,5.77,PE,overcast clouds
660,San Carlos De Bariloche,-41.1456,-71.3082,35.35,87,100,14.97,AR,overcast clouds
661,Korla,41.7597,86.1469,50.9,62,100,25.14,CN,overcast clouds
662,Tautira,-17.7333,-149.15,80.89,74,28,20.74,PF,light rain
663,Cheyenne,41.14,-104.8203,60.94,34,0,18.01,US,clear sky
664,Odweyne,9.4092,45.064,77.13,52,100,9.26,SO,overcast clouds
665,Porlamar,10.958,-63.8491,77.05,88,81,5.23,VE,broken clouds
666,Altay,47.8667,88.1167,46.58,36,4,4.03,CN,clear sky
667,Syracuse,37.0881,15.2792,56.32,70,89,9.48,IT,overcast clouds
668,Tokur,53.1333,132.9,33.04,43,1,9.78,RU,clear sky
669,Izumo,35.3667,132.7667,64.83,50,60,11.43,JP,broken clouds
670,Linhares,-19.3911,-40.0722,69.58,93,0,2.66,BR,clear sky
671,Lokosovo,61.1333,74.8167,44.28,99,100,8.1,RU,overcast clouds
672,Tazovskiy,67.4667,78.7,13.96,94,48,6.78,RU,scattered clouds
673,Kaohsiung,22.6163,120.3133,85.95,70,75,10.36,TW,broken clouds
674,Borovoy,55.4333,86.0833,52.88,37,0,4.47,RU,clear sky
675,Palmares Do Sul,-30.2578,-50.5097,70.18,96,9,2.04,BR,clear sky
676,Viedma,-40.8135,-62.9967,46.96,76,28,19.84,AR,light rain
677,Zeerust,-25.5369,26.0751,52.11,91,4,4.72,ZA,clear sky
678,Port Hardy,50.6996,-127.4199,43.86,85,99,4.32,CA,light rain
679,Karratha,-20.7377,116.8463,78.39,45,100,0.96,AU,overcast clouds
680,Mehamn,71.0357,27.8492,22.44,62,100,28.07,NO,light snow
681,Parainen,60.3067,22.301,35.89,60,10,5.99,FI,clear sky
682,Nyurba,63.2842,118.3319,31.15,70,100,4.68,RU,overcast clouds
683,Acapulco,16.8634,-99.8901,80.94,68,0,7.16,MX,clear sky
684,De-Kastri,51.4667,140.7833,34.38,82,100,23.58,RU,overcast clouds
685,Nha Trang,12.25,109.1833,89.6,65,75,3.02,VN,broken clouds
686,Rio Gallegos,-51.6226,-69.2181,36.54,62,18,21.97,AR,few clouds
687,Roald,62.5833,6.1333,42.33,70,100,9.22,NO,overcast clouds
688,Venado Tuerto,-33.7456,-61.9688,53.56,41,27,6.31,AR,scattered clouds
689,Neiafu,-18.65,-173.9833,81.28,69,75,17.27,TO,broken clouds
690,Mbandaka,0.0487,18.2603,71.42,86,99,0.83,CD,light rain
691,Kencong,-8.2833,113.3667,79.34,84,100,3.67,ID,overcast clouds
692,Ekhabi,53.5102,142.9671,29.62,93,100,28.36,RU,light snow
693,Naron,43.5167,-8.1528,55.02,91,20,1.92,ES,few clouds
694,Sawtell,-30.3833,153.1,75.22,69,75,11.5,AU,broken clouds
695,Praia,14.9215,-23.5087,68.95,77,5,13.69,CV,clear sky
696,Gayny,60.3071,54.3241,34.02,97,100,10.87,RU,light snow
697,Launceston,-41.45,147.1667,67.8,85,100,5.75,AU,overcast clouds
698,Calvinia,-31.4707,19.776,57.36,28,0,8.88,ZA,clear sky
699,Heishan,41.6892,122.1128,56.39,17,100,4.74,CN,overcast clouds
700,Hienghene,-20.6833,164.9333,73.74,76,100,15.99,NC,overcast clouds
701,Phangnga,8.4509,98.5298,87.84,71,92,1.25,TH,overcast clouds
